"Age","Gender","Dependents","Education","Marital Status","Annual Salary","Card Type","Months of Relationship","Products","Iterations 12m","Number of Months Inactive 12m","Transactions Amount 12m","Transactions 12m","Credit Limit"
56,"M",2,"mestrado","solteiro","$120K +","blue",51,1,2,1,8037.22,100,4675.79
61,"M",1,"sem educacao formal","solteiro","$40K - $60K","blue",52,2,1,1,7037.8,82,2177.2
45,"M",4,"doutorado","solteiro","$120K +","gold",36,1,1,3,8007.06,96,34516.57
49,"F",2,"mestrado","casado","menos que $40K","blue",39,2,3,3,8220.79,103,2821.33
44,"F",4,"sem educacao formal","casado","menos que $40K","blue",36,2,3,2,7986.59,88,6769.3
50,"M",1,"doutorado","nao informado","$80K - $120K","gold",36,2,2,3,5547.6,75,34516.82
51,"M",1,"ensino medio","casado","$120K +","blue",43,2,2,3,8879.68,101,30172.91
44,"F",5,"sem educacao formal","solteiro","menos que $40K","blue",36,1,1,3,9081.97,100,7742.97
46,"M",3,"nao informado","solteiro","$80K - $120K","blue",35,2,1,1,9185.42,100,11814.42
41,"M",4,"nao informado","casado","$80K - $120K","blue",32,2,3,1,7523.55,90,28687.03
51,"M",4,"mestrado","casado","$60K - $80K","silver",33,1,3,3,8305.53,103,25653.52
52,"F",1,"mestrado","solteiro","$40K - $60K","blue",40,2,2,1,8226.31,97,4705.41
39,"M",3,"ensino medio","casado","$80K - $120K","blue",27,1,1,3,8327.57,85,19150.32
38,"M",2,"ensino medio","solteiro","$60K - $80K","gold",18,1,3,2,7885.07,85,34516.25
51,"M",3,"mestrado","casado","$80K - $120K","blue",46,1,1,3,8914.98,99,11765.68
41,"M",3,"ensino medio","divorciado","$80K - $120K","blue",28,1,3,3,7996.63,99,16627.83
43,"M",2,"doutorado","casado","$60K - $80K","blue",34,1,3,1,8751.1,94,13553.52
40,"M",3,"ensino medio","casado","$60K - $80K","blue",28,2,1,3,8110.94,113,11476.47
58,"M",1,"sem educacao formal","solteiro","$80K - $120K","blue",54,1,1,3,7960.46,112,5182.04
44,"M",2,"doutorado","casado","$60K - $80K","blue",34,6,4,3,4909.55,52,23026.16
48,"M",4,"mestrado","casado","$60K - $80K","blue",37,2,1,2,8695.25,95,18477
49,"M",4,"nao informado","casado","$80K - $120K","blue",38,2,2,3,3315.09,47,29890.4
48,"M",3,"nao informado","nao informado","$60K - $80K","blue",36,2,2,1,8980.82,93,8290.65
44,"M",3,"graduacao","casado","$40K - $60K","silver",36,2,2,1,8150.79,106,16199.4
54,"F",1,"nao informado","solteiro","nao informado","blue",36,1,3,3,8554.8,99,3723.97
45,"M",2,"mestrado","solteiro","menos que $40K","silver",32,2,3,1,8328.09,94,12695.26
54,"F",0,"mestrado","solteiro","nao informado","platinum",38,2,2,2,3901.4,54,34516.28
46,"M",2,"nao informado","casado","$60K - $80K","silver",39,2,1,1,9059.54,100,30379.68
37,"F",3,"mestrado","solteiro","$40K - $60K","blue",25,2,3,2,8920.65,105,9875.99
41,"M",4,"nao informado","casado","$60K - $80K","platinum",26,1,2,1,8888.2,104,34516.65
43,"M",2,"ensino medio","casado","$60K - $80K","blue",37,1,3,3,8804.18,111,2600.2
39,"M",2,"nao informado","solteiro","$80K - $120K","gold",33,1,2,3,9179.48,113,34516.23
61,"M",0,"doutorado","solteiro","$60K - $80K","blue",43,5,2,3,5272.76,62,12218.81
51,"M",3,"sem educacao formal","casado","$80K - $120K","silver",37,1,1,2,8736.33,97,34516.53
48,"F",2,"sem educacao formal","divorciado","$40K - $60K","silver",39,2,2,2,9105.29,104,21754.61
46,"M",2,"sem educacao formal","solteiro","$60K - $80K","blue",35,1,0,1,8329.54,101,8396.75
39,"F",1,"nao informado","solteiro","menos que $40K","platinum",35,1,3,2,8438.36,92,15987.63
55,"F",0,"mestrado","solteiro","menos que $40K","silver",49,1,3,2,8285.72,106,12094.22
44,"M",4,"ensino medio","solteiro","$60K - $80K","blue",36,1,3,1,8553.67,88,2946.94
48,"M",2,"sem educacao formal","solteiro","$40K - $60K","silver",40,2,2,3,8379.93,106,17812.64
46,"F",4,"graduacao","solteiro","$40K - $60K","blue",41,2,3,3,9406.36,106,13743.6
39,"F",2,"nao informado","solteiro","$40K - $60K","gold",36,5,3,3,8646.83,97,23981.24
45,"F",2,"sem educacao formal","divorciado","$40K - $60K","silver",40,5,2,2,8097.68,105,15785.89
43,"F",4,"mestrado","solteiro","menos que $40K","blue",32,4,1,3,5372.36,75,3015.97
40,"F",3,"ensino medio","casado","$40K - $60K","silver",34,2,2,2,8443.41,97,19000.58
49,"M",2,"ensino medio","casado","$120K +","blue",39,2,2,3,5366.12,68,11714.23
39,"F",2,"nao informado","solteiro","$40K - $60K","blue",29,2,2,2,8777.05,112,11135.32
47,"M",2,"graduacao","casado","$60K - $80K","silver",35,2,1,1,8582.54,106,34516.85
42,"M",4,"mestrado","solteiro","$80K - $120K","silver",38,2,3,1,8502.88,103,34516.64
44,"F",1,"nao informado","divorciado","menos que $40K","silver",34,1,3,1,8998.49,102,13259.38
47,"M",1,"graduacao","casado","$80K - $120K","blue",39,2,1,3,7867.32,100,5660.15
63,"M",1,"ensino medio","solteiro","$60K - $80K","blue",54,2,3,3,8634.3,95,23355.82
49,"M",2,"sem educacao formal","casado","$80K - $120K","blue",31,1,3,5,8888.38,103,20734.91
43,"F",3,"mestrado","casado","$40K - $60K","blue",37,2,3,1,8785.72,111,2476.16
55,"M",4,"mestrado","solteiro","$120K +","silver",36,2,3,2,8765.4,105,34516.36
46,"F",4,"ensino medio","nao informado","menos que $40K","blue",37,5,3,3,5537.45,63,7552.53
42,"M",3,"nao informado","casado","menos que $40K","silver",31,1,1,1,8217.61,99,14630.4
43,"M",3,"mestrado","solteiro","$40K - $60K","blue",35,5,2,3,4866.02,56,6080.56
51,"M",1,"ensino medio","solteiro","$80K - $120K","blue",38,2,3,3,5524.39,67,28605.74
49,"M",4,"nao informado","nao informado","$80K - $120K","blue",39,2,2,2,5481.58,58,2886.03
51,"F",2,"mestrado","solteiro","nao informado","platinum",32,2,3,3,5418.78,65,34516.81
31,"F",0,"sem educacao formal","divorciado","menos que $40K","silver",23,2,1,2,13794.32,127,10850.79
43,"M",4,"mestrado","divorciado","$80K - $120K","blue",32,2,2,1,8074.6,84,24244.23
59,"M",0,"mestrado","solteiro","$60K - $80K","blue",46,2,2,3,7971.87,97,17218.35
41,"F",2,"nao informado","casado","nao informado","blue",21,2,1,3,14771.77,127,14746.62
53,"M",2,"graduacao","solteiro","$120K +","gold",36,2,1,1,8938.31,114,34516.55
39,"M",1,"sem educacao formal","solteiro","$80K - $120K","blue",36,1,3,1,8271.41,94,34458.29
57,"M",3,"nao informado","solteiro","$120K +","silver",49,1,1,2,8596.01,102,34516.22
60,"M",1,"ensino medio","divorciado","$40K - $60K","blue",53,2,3,3,7699.18,101,9369.97
51,"M",0,"ensino medio","nao informado","$80K - $120K","blue",44,2,3,2,8438.51,100,22741.75
46,"F",3,"nao informado","solteiro","$40K - $60K","blue",39,4,3,3,5290.91,69,9110.85
45,"M",2,"mestrado","casado","$60K - $80K","platinum",31,2,1,2,8773.93,105,34516.02
41,"M",3,"mestrado","casado","$60K - $80K","blue",29,2,1,2,8838.16,97,17277.92
56,"M",0,"ensino medio","nao informado","$120K +","blue",49,2,2,2,8766.11,78,34516.3
39,"F",3,"sem educacao formal","solteiro","nao informado","silver",35,2,3,2,8360.31,94,33565.64
49,"F",3,"mestrado","solteiro","$40K - $60K","silver",36,1,1,3,8255.93,86,20176.67
45,"M",3,"mestrado","solteiro","$40K - $60K","blue",38,1,1,3,9497.93,106,3751.55
47,"F",5,"nao informado","nao informado","menos que $40K","blue",42,2,2,1,8852.19,95,2519.43
50,"M",2,"nao informado","casado","$40K - $60K","blue",43,4,3,3,5468.11,71,13067.04
45,"F",3,"ensino medio","casado","$40K - $60K","blue",37,6,2,2,5529.3,78,3399.84
45,"M",2,"ensino medio","casado","$40K - $60K","blue",33,1,3,3,8135.55,97,11529.84
40,"F",3,"mestrado","divorciado","menos que $40K","blue",31,1,2,3,9523.88,105,8694.16
52,"F",1,"mestrado","solteiro","menos que $40K","blue",36,1,3,3,9065.74,85,6616.51
51,"M",2,"mestrado","casado","$40K - $60K","blue",45,2,2,2,14373.13,97,11467.41
44,"M",2,"mestrado","nao informado","$80K - $120K","blue",37,2,0,3,8927.9,103,15821.94
56,"F",3,"sem educacao formal","solteiro","nao informado","platinum",46,2,2,3,8416.4,93,34516.98
30,"M",1,"ensino medio","casado","$60K - $80K","blue",16,1,3,3,13173.36,96,15795.13
62,"F",1,"mestrado","solteiro","menos que $40K","blue",56,1,1,2,5470.67,72,3109.4
47,"F",4,"doutorado","solteiro","menos que $40K","blue",27,1,2,2,8210.9,100,8837.01
42,"F",4,"nao informado","casado","menos que $40K","blue",37,2,3,1,13363.16,99,6551.15
52,"F",2,"ensino medio","solteiro","$40K - $60K","blue",36,1,2,2,9339.25,99,2540.94
46,"F",4,"sem educacao formal","divorciado","nao informado","blue",34,2,1,3,8033.41,94,8110.45
54,"F",3,"mestrado","solteiro","nao informado","blue",47,2,1,3,12956.41,97,6146.95
58,"M",2,"nao informado","solteiro","$60K - $80K","blue",48,2,2,1,2562.32,38,2236.34
34,"M",1,"nao informado","solteiro","$80K - $120K","blue",22,1,2,2,3922.05,51,3711.93
43,"F",4,"sem educacao formal","casado","menos que $40K","blue",30,2,3,2,3423.84,48,2082.96
49,"M",4,"mestrado","casado","$80K - $120K","blue",29,2,3,2,15139.47,90,9959.3
55,"M",4,"nao informado","solteiro","$60K - $80K","blue",48,2,3,2,8295.48,113,18980.18
47,"F",3,"mestrado","casado","$40K - $60K","silver",29,1,2,2,14132.22,103,15472.81
50,"F",2,"nao informado","solteiro","nao informado","blue",42,1,3,3,13015.4,104,21498.27
41,"F",1,"ensino medio","solteiro","$40K - $60K","blue",36,4,3,3,4399.47,54,2667.14
44,"F",2,"mestrado","solteiro","menos que $40K","blue",31,1,1,2,15511.37,101,4291.98
39,"M",2,"graduacao","casado","$60K - $80K","blue",26,1,2,2,7786.12,81,3879.03
43,"M",5,"mestrado","nao informado","$60K - $80K","blue",28,1,1,3,14833.5,114,12773.25
32,"M",0,"ensino medio","solteiro","$60K - $80K","blue",36,1,1,1,13630.87,124,6224.79
40,"M",3,"nao informado","solteiro","$60K - $80K","blue",34,2,1,2,14213.56,100,9594.34
49,"M",2,"nao informado","casado","menos que $40K","silver",44,2,3,2,14276.32,96,12518.64
56,"F",1,"graduacao","solteiro","menos que $40K","blue",48,4,2,2,3967.75,42,2783.86
60,"F",0,"mestrado","casado","menos que $40K","blue",55,2,3,1,14264.62,118,3773.45
41,"F",5,"ensino medio","casado","$40K - $60K","silver",36,2,1,1,15423.1,110,19281.57
43,"F",5,"mestrado","casado","menos que $40K","silver",33,6,2,3,4804.58,57,14806.45
32,"M",0,"mestrado","divorciado","$40K - $60K","blue",36,2,1,1,13400.59,104,7473.5
47,"F",2,"ensino medio","solteiro","menos que $40K","blue",41,1,2,1,14965.27,127,3109
46,"M",3,"mestrado","divorciado","$80K - $120K","blue",33,1,1,3,12871.87,104,34516.79
41,"M",2,"mestrado","solteiro","$120K +","blue",37,5,4,3,8646.37,85,27742.48
51,"F",1,"sem educacao formal","solteiro","menos que $40K","silver",41,6,3,2,6408.17,70,14563.77
58,"M",2,"sem educacao formal","solteiro","$80K - $120K","blue",46,1,1,3,8199.2,59,10286.89
48,"F",2,"mestrado","divorciado","nao informado","blue",43,2,3,3,13945.23,107,7791.35
53,"F",3,"sem educacao formal","casado","menos que $40K","blue",47,1,2,3,15200.07,118,3733.58
52,"M",1,"mestrado","solteiro","$80K - $120K","silver",44,2,2,1,11603.72,109,34516.03
45,"F",4,"ensino medio","solteiro","menos que $40K","silver",36,2,2,5,13820.31,99,14416.06
41,"M",3,"sem educacao formal","casado","$120K +","blue",36,1,3,2,5603.99,56,34516.48
37,"F",2,"mestrado","divorciado","menos que $40K","silver",32,1,2,3,12603.33,106,12033.16
44,"M",4,"ensino medio","solteiro","$60K - $80K","gold",29,1,1,2,12478.43,97,34516.23
49,"F",2,"nao informado","casado","menos que $40K","blue",41,5,2,2,6059.03,71,3243.79
32,"F",2,"nao informado","casado","menos que $40K","blue",20,1,2,3,14334.31,97,9761.74
36,"F",2,"mestrado","casado","menos que $40K","blue",30,1,2,3,12403.17,120,5723.03
47,"F",3,"mestrado","divorciado","menos que $40K","blue",41,1,3,1,14576.88,110,9947.02
49,"M",0,"sem educacao formal","casado","$60K - $80K","blue",38,1,2,3,13324.36,110,3599.77
58,"M",2,"doutorado","casado","$120K +","blue",48,2,1,3,14465.72,125,12648.24
45,"M",3,"sem educacao formal","casado","$40K - $60K","blue",28,2,5,2,3555.35,42,4572.77
53,"F",5,"nao informado","casado","menos que $40K","blue",42,1,2,2,14567.09,120,4021.74
45,"M",5,"ensino medio","casado","$80K - $120K","blue",25,1,3,3,12896.78,100,25601.02
44,"M",4,"sem educacao formal","nao informado","$80K - $120K","blue",36,1,1,3,13360.8,97,25428.86
54,"M",3,"doutorado","solteiro","$40K - $60K","blue",44,2,3,5,13787.81,121,4216.94
38,"F",2,"ensino medio","casado","$40K - $60K","blue",27,2,2,1,13677.15,122,3140.24
46,"M",3,"doutorado","casado","$60K - $80K","blue",31,2,2,2,13119.88,104,21161.77
41,"F",2,"sem educacao formal","casado","nao informado","blue",32,2,3,5,15106.35,91,5877.63
48,"F",2,"doutorado","casado","$40K - $60K","blue",36,1,2,2,14084.72,110,9074.28
53,"M",2,"ensino medio","solteiro","$60K - $80K","blue",49,2,2,3,15078.48,117,4142.49
39,"M",3,"mestrado","casado","$40K - $60K","blue",29,2,2,2,13670.5,117,3152.29
48,"F",4,"mestrado","solteiro","menos que $40K","platinum",37,5,4,3,7681.09,71,15987.38
41,"M",3,"mestrado","solteiro","$40K - $60K","blue",36,2,2,3,13719.99,96,8919.43
54,"F",2,"sem educacao formal","casado","nao informado","blue",42,1,3,1,14603.32,113,24927.62
49,"M",2,"ensino medio","divorciado","$40K - $60K","blue",36,2,1,1,15019.24,101,3308.75
61,"M",1,"mestrado","nao informado","$60K - $80K","blue",53,1,2,1,4041.44,65,6157.4
41,"M",3,"nao informado","casado","$60K - $80K","silver",35,2,2,3,14954.02,112,33889.34
52,"M",2,"sem educacao formal","nao informado","$120K +","blue",42,1,3,1,14490.96,98,33552.61
44,"M",3,"nao informado","solteiro","$120K +","silver",39,2,1,3,14242.97,107,34516.8
33,"F",3,"nao informado","solteiro","$40K - $60K","silver",36,2,3,3,12429.13,111,19594.3
37,"M",2,"mestrado","solteiro","$60K - $80K","blue",28,2,1,6,13970.34,109,7349.12
52,"F",3,"mestrado","solteiro","$40K - $60K","blue",45,1,2,1,14426.21,87,14803.25
51,"F",3,"sem educacao formal","casado","menos que $40K","blue",46,5,2,5,3281.18,39,3536.74
43,"M",4,"sem educacao formal","divorciado","$80K - $120K","blue",36,2,2,3,7847.1,63,19333.04
54,"F",1,"ensino medio","casado","menos que $40K","silver",44,2,3,2,12592.76,117,11605.74
31,"F",0,"sem educacao formal","divorciado","menos que $40K","blue",22,2,3,1,13109.88,114,3329.57
40,"F",4,"ensino medio","solteiro","menos que $40K","blue",36,2,3,1,12631.5,100,3961.7
49,"F",4,"sem educacao formal","nao informado","menos que $40K","blue",45,1,1,3,13090.04,102,5975.42
60,"M",1,"sem educacao formal","casado","$40K - $60K","blue",47,6,5,1,8193.31,66,3735.2
62,"F",0,"sem educacao formal","solteiro","menos que $40K","blue",36,6,3,3,6613.4,40,5780.98
44,"M",2,"mestrado","casado","$80K - $120K","blue",36,2,2,2,15203.92,114,19141.47
43,"F",3,"mestrado","nao informado","menos que $40K","blue",37,2,3,3,13179.79,122,3461.72
56,"M",2,"ensino medio","casado","$80K - $120K","blue",43,2,1,2,14901.42,92,29394.97
35,"M",4,"ensino medio","solteiro","$80K - $120K","blue",26,2,1,1,12593.35,99,24250.06
40,"F",4,"mestrado","casado","$40K - $60K","silver",32,1,3,2,13452.9,107,16191.01
52,"M",2,"ensino medio","divorciado","$60K - $80K","blue",42,1,2,3,14533.96,108,7261.5
29,"M",0,"ensino medio","solteiro","$40K - $60K","blue",36,2,1,3,12510.83,96,4023.82
52,"M",0,"ensino medio","solteiro","$60K - $80K","blue",39,4,2,3,6574.23,69,3764.26
49,"F",3,"nao informado","casado","menos que $40K","blue",36,1,3,1,15578.39,126,3767.19
37,"M",3,"mestrado","casado","$60K - $80K","blue",28,2,2,3,9322.83,77,6407.73
47,"F",3,"nao informado","casado","$40K - $60K","blue",36,4,6,3,3240.21,38,5823
32,"M",1,"sem educacao formal","solteiro","$60K - $80K","silver",36,2,1,3,14880.27,134,33711.16
44,"F",3,"mestrado","casado","nao informado","silver",34,2,1,2,13653.63,113,31699.81
47,"M",5,"graduacao","solteiro","$80K - $120K","blue",41,1,3,1,14107.39,99,3429.86
45,"M",3,"mestrado","nao informado","$120K +","blue",36,1,3,4,14223.07,103,8858.65
46,"M",2,"mestrado","divorciado","$60K - $80K","blue",41,2,3,2,13791.32,103,7064.59
34,"F",3,"mestrado","casado","menos que $40K","gold",36,6,2,3,7031.39,67,15487.9
39,"F",4,"ensino medio","casado","menos que $40K","blue",36,2,1,2,14137.32,116,3600.12
46,"M",4,"graduacao","solteiro","$120K +","blue",36,1,2,2,14319.34,96,34516.88
50,"M",3,"ensino medio","casado","$80K - $120K","silver",36,5,3,3,8045.6,71,34516.63
45,"F",2,"sem educacao formal","casado","menos que $40K","blue",27,1,2,2,12257.73,101,2490.09
56,"M",1,"sem educacao formal","casado","$80K - $120K","blue",36,6,1,2,7661.02,61,33870.72
50,"M",2,"sem educacao formal","nao informado","$120K +","blue",38,6,1,2,7454.84,81,34516.36
30,"M",0,"nao informado","solteiro","$60K - $80K","blue",20,1,3,3,13124.08,103,23760.7
53,"F",4,"mestrado","casado","menos que $40K","blue",36,2,6,3,7022.03,75,4005.54
60,"M",0,"graduacao","casado","$80K - $120K","blue",50,1,2,4,8169.17,65,29239.15
41,"M",4,"mestrado","solteiro","$80K - $120K","silver",29,2,6,3,3526.42,53,34516.58
42,"F",3,"mestrado","solteiro","menos que $40K","blue",32,2,3,2,13212.66,107,3391.79
31,"F",0,"mestrado","solteiro","menos que $40K","blue",21,4,3,2,6317.86,77,4598.81
51,"M",4,"mestrado","solteiro","$80K - $120K","silver",42,6,2,4,8629.16,65,34516.24
45,"M",5,"sem educacao formal","casado","$80K - $120K","blue",34,2,3,3,5567.79,51,3435.61
55,"M",2,"sem educacao formal","solteiro","$60K - $80K","blue",36,2,1,1,14244.01,96,17540.02
51,"M",3,"doutorado","solteiro","$80K - $120K","blue",38,2,2,3,13303.49,92,31346.91
28,"M",0,"sem educacao formal","solteiro","menos que $40K","blue",20,1,3,1,17064.09,116,4342.5
44,"F",5,"mestrado","divorciado","menos que $40K","blue",38,2,3,1,13598.3,119,3842.6
51,"F",2,"mestrado","solteiro","$40K - $60K","blue",36,1,1,1,15209.12,104,3785.17
48,"M",5,"graduacao","casado","menos que $40K","blue",39,2,1,3,16171.09,112,6797.18
44,"M",4,"mestrado","solteiro","$60K - $80K","blue",39,2,3,2,14991.72,95,9682.55
40,"F",3,"mestrado","solteiro","menos que $40K","blue",30,4,2,3,4840.94,44,3319.41
34,"M",4,"nao informado","solteiro","menos que $40K","blue",23,1,2,3,15077.96,126,7664.36
47,"M",3,"mestrado","solteiro","$60K - $80K","silver",36,1,2,1,16202.89,120,30498.02
50,"F",2,"ensino medio","casado","nao informado","blue",40,2,2,3,14703.89,119,19962.68
61,"M",0,"graduacao","solteiro","$80K - $120K","blue",50,2,3,4,3119.38,53,21398.25
56,"F",2,"nao informado","casado","menos que $40K","blue",48,2,2,4,7154.32,66,4746.12
46,"M",3,"mestrado","divorciado","$80K - $120K","blue",36,2,1,2,13281,106,20434.23
49,"M",5,"mestrado","casado","$60K - $80K","silver",38,1,2,1,15039.02,120,29531.39
56,"M",1,"sem educacao formal","divorciado","$120K +","blue",36,1,2,1,13997.82,102,3730.66
41,"M",2,"doutorado","casado","$40K - $60K","blue",36,2,3,1,13866.62,98,10688.47
56,"F",5,"nao informado","solteiro","menos que $40K","blue",36,6,5,3,8331.17,63,4668.88
35,"M",3,"nao informado","solteiro","$40K - $60K","gold",19,1,3,1,13847.83,120,22726
40,"M",3,"nao informado","solteiro","$40K - $60K","blue",36,1,1,3,14955.61,102,8155.8
41,"F",3,"doutorado","casado","$40K - $60K","silver",33,1,2,1,14615.94,124,18266.77
46,"M",4,"sem educacao formal","solteiro","$80K - $120K","blue",36,1,3,2,13764.25,104,10492.69
56,"F",2,"ensino medio","casado","$40K - $60K","blue",49,1,3,3,13945.36,97,6380.6
37,"F",5,"nao informado","casado","$40K - $60K","silver",36,1,2,1,15091.17,124,19055.22
51,"M",2,"graduacao","solteiro","$120K +","blue",36,2,2,2,13627.85,120,3477.68
36,"F",1,"sem educacao formal","solteiro","menos que $40K","blue",32,2,2,3,14252.15,127,3277.57
49,"M",4,"doutorado","casado","$120K +","silver",41,2,2,3,13376.33,129,34516.13
35,"F",2,"nao informado","casado","menos que $40K","blue",22,1,1,1,15391.94,94,3616.55
46,"F",4,"nao informado","solteiro","menos que $40K","blue",36,2,2,1,13740.52,131,3973.3
45,"F",3,"mestrado","nao informado","$40K - $60K","blue",35,2,2,3,12867.9,118,4318.81
48,"F",2,"ensino medio","nao informado","nao informado","blue",31,2,1,2,14844.46,100,7660.69
46,"F",3,"mestrado","divorciado","nao informado","blue",36,1,2,3,15079.16,116,3515.4
36,"F",0,"nao informado","casado","menos que $40K","silver",19,1,3,2,15549.03,121,13313.33
30,"F",1,"graduacao","solteiro","menos que $40K","blue",36,4,6,3,7996.56,80,4541.63
49,"F",1,"mestrado","casado","menos que $40K","blue",44,2,1,1,13092.25,102,8284.05
31,"M",0,"doutorado","casado","menos que $40K","blue",21,1,2,2,6639.43,71,3768.92
35,"M",3,"ensino medio","casado","$40K - $60K","blue",27,1,3,2,12941.06,131,14382.89
54,"F",1,"ensino medio","solteiro","nao informado","blue",36,2,3,2,13681.01,105,10798.67
49,"M",3,"mestrado","solteiro","$40K - $60K","gold",36,2,2,2,14455.55,96,23981.92
40,"M",3,"mestrado","casado","$60K - $80K","blue",23,1,1,3,13672.48,110,22729.71
41,"F",2,"ensino medio","solteiro","nao informado","blue",30,2,1,2,13854.97,124,27670.44
37,"F",4,"sem educacao formal","casado","menos que $40K","blue",26,2,2,1,14308.73,124,3423.43
46,"F",4,"nao informado","solteiro","nao informado","silver",34,1,3,2,13753.41,98,33874.1
61,"F",0,"ensino medio","casado","menos que $40K","blue",36,2,3,1,14071.19,101,3175.79
45,"M",3,"mestrado","casado","$40K - $60K","blue",40,1,3,4,5056.21,63,7979.95
41,"M",2,"nao informado","solteiro","$80K - $120K","blue",28,1,3,2,15180.64,103,13679.03
47,"F",2,"sem educacao formal","nao informado","menos que $40K","silver",36,1,2,3,13090.01,104,14767.49
44,"M",2,"sem educacao formal","solteiro","$80K - $120K","silver",36,2,3,3,8570.12,68,34516.37
61,"M",0,"nao informado","solteiro","$120K +","blue",46,6,3,3,7976.7,74,4650.44
45,"F",2,"mestrado","casado","$40K - $60K","blue",40,1,3,3,12777.66,95,3592.19
31,"M",0,"ensino medio","casado","$60K - $80K","silver",24,1,3,1,15738.17,116,32535.03
42,"M",2,"nao informado","solteiro","$120K +","blue",35,2,3,1,14557.38,114,3214.48
32,"M",1,"ensino medio","solteiro","$40K - $60K","blue",36,6,2,3,9330.4,64,4819.81
42,"M",2,"mestrado","casado","$80K - $120K","blue",31,2,1,3,13678.28,125,16433.96
49,"M",4,"nao informado","casado","$80K - $120K","blue",44,2,3,3,14743.35,121,12174.12
52,"F",3,"mestrado","casado","menos que $40K","blue",40,2,1,2,14082.3,99,9230.22
39,"M",3,"doutorado","casado","$60K - $80K","blue",36,2,3,2,14119.24,97,6867.64
51,"M",4,"graduacao","solteiro","$120K +","gold",33,2,2,2,14149.27,103,34516.98
52,"M",2,"ensino medio","casado","$80K - $120K","blue",36,2,1,3,13758.39,104,18046.42
40,"M",3,"mestrado","solteiro","$40K - $60K","blue",27,2,3,2,13617.81,105,7680.2
38,"F",2,"sem educacao formal","casado","menos que $40K","blue",36,2,2,3,14326.34,100,7825.38
41,"M",5,"graduacao","casado","$60K - $80K","blue",31,1,2,3,16161.65,109,5002.51
27,"M",0,"graduacao","nao informado","$80K - $120K","silver",19,1,3,1,14716.49,112,34516.24
50,"F",3,"mestrado","casado","$40K - $60K","blue",41,2,1,3,15999.84,109,4755.28
58,"M",1,"sem educacao formal","solteiro","$80K - $120K","blue",40,1,0,3,13830.4,112,22104.88
53,"M",2,"doutorado","solteiro","$60K - $80K","silver",47,1,3,3,12025.88,103,29038.17
40,"M",3,"ensino medio","solteiro","$80K - $120K","blue",36,2,2,3,6644.45,61,4620.54
58,"M",1,"ensino medio","casado","$80K - $120K","blue",50,1,3,1,13988.83,127,34516.68
41,"F",3,"mestrado","solteiro","menos que $40K","silver",30,2,1,1,14511.78,105,11463.91
59,"M",2,"mestrado","solteiro","$60K - $80K","blue",50,2,2,4,8291.46,69,6224.78
53,"M",1,"nao informado","casado","$120K +","blue",36,2,3,3,14074.33,112,19252.84
53,"M",1,"mestrado","solteiro","$80K - $120K","blue",47,1,2,1,12906.27,100,34516
31,"M",1,"nao informado","solteiro","$40K - $60K","blue",20,1,3,2,13142.12,112,3232.73
44,"M",2,"sem educacao formal","casado","$120K +","platinum",36,2,3,1,14465.71,114,34516.08
47,"F",4,"sem educacao formal","casado","$40K - $60K","gold",34,2,3,3,4536.4,61,23981.56
47,"F",2,"graduacao","solteiro","menos que $40K","blue",40,2,2,2,13816.65,121,4822.95
46,"M",2,"mestrado","nao informado","$120K +","silver",39,2,3,2,14696.98,114,34516.56
53,"F",2,"mestrado","casado","menos que $40K","silver",45,1,1,2,13138.43,115,12100.25
40,"M",3,"nao informado","divorciado","$60K - $80K","blue",24,2,3,3,15121.34,97,20466.16
42,"M",3,"mestrado","solteiro","$60K - $80K","blue",37,2,1,3,14544.99,116,17887.03
33,"M",3,"mestrado","casado","$60K - $80K","blue",15,5,3,1,9356.12,74,23399.96
45,"F",2,"nao informado","solteiro","menos que $40K","silver",36,2,3,2,14747.88,100,13026.26
61,"F",1,"mestrado","nao informado","$40K - $60K","silver",48,2,3,3,12980.65,82,15698.85
31,"M",1,"nao informado","casado","$40K - $60K","blue",36,1,3,3,14643.12,127,5590.13
47,"M",2,"doutorado","solteiro","$60K - $80K","blue",39,1,2,3,15473.68,128,17575.07
46,"M",2,"mestrado","casado","$80K - $120K","blue",39,1,1,1,14428.1,119,29528.96
54,"M",2,"doutorado","casado","$60K - $80K","platinum",42,1,1,3,15033.73,114,34516.05
60,"F",0,"ensino medio","casado","menos que $40K","blue",36,1,3,1,14624.67,111,4147.77
55,"F",2,"mestrado","casado","nao informado","blue",36,5,2,3,7026.4,69,12494.62
32,"M",2,"mestrado","solteiro","$120K +","gold",22,2,3,2,7486.82,64,34516.23
49,"F",1,"nao informado","casado","menos que $40K","silver",40,2,2,3,12493.51,113,13411.4
41,"M",3,"nao informado","casado","$120K +","blue",33,2,3,4,13085.66,139,34516.22
45,"M",2,"graduacao","casado","$60K - $80K","blue",34,1,2,1,15527.54,106,17646.56
45,"M",3,"sem educacao formal","solteiro","$60K - $80K","blue",36,2,1,2,13814.75,81,11121.84
30,"M",0,"graduacao","solteiro","$60K - $80K","blue",24,6,2,2,8642.56,77,4109.49
44,"M",2,"ensino medio","casado","$120K +","blue",31,2,3,1,15102.88,95,6176.8
40,"F",5,"mestrado","nao informado","menos que $40K","blue",36,2,3,2,14414.88,98,4512.44
31,"M",0,"mestrado","casado","$80K - $120K","blue",36,2,3,3,13177.33,106,32791.07
